ID,ppos,def,mf,st,foot,Age,RepGK,HeiGK,ClubNT,tpos,tup0,tup,tmid0,tmid,tbot0,tbot,otpos,oup0,oup,omid0,omi,obot0,obot,fav,favU,favF,loc,locH,locN,locA,rno,rno1,rno2,rnoGroup,rnoLS,rnoQF,rnoSF,rnoF,rko,comp,comLea,comCup,comECC,comQuali,comNTC,comFrie,SpecM,Imp,Importantness Game,IngSo,iLdbb,bb3,bb2o,bb2,bb1,d0,il1,il2,Min,Minf30,Minf3,Mins30,Mins3,Mint30,Mint3,Min900,Min90,Dec,GKSo,GKS,moveGK,notmovingGK,nmovGK,cjGrey,cjBlack,cjBlue,cjGreen,cjYellow,cjOrange,cjRed,la1,la2,la3,la4,la5,la6,lpbg,lGKd,tlpmon,Stlsbg,SlGKd,Solsbg,SR1,SRGK1,SR2,SRGK2,SR3,SRGK3,SR4,SRGK4,SR5,SRGK5,SR6,SRGK6,MP1,MPGK1,MP2,MPGK2,MP3,MPGK3,MP4,MPGK4,MP5,MP6,MPGK6,perc1,perc2,perc3,perc4,perc5,perc6,av_1,av_2,av_3,av_4,av_5,av_6,move,still,Choice,Player Name,Status
295,3,0,0,1,0,6,0,9,0,1,1,2,0,1,0,1,3,0,1,0,1,1,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,4,0,0,0,0,1,0,0,1,1,2,0,1,0,1,0,1,0,3,2,0,1,2,0,0,0,0,1,0,0,1,1,1,2,1,1,2,3,1,0,0,0,"6,46,55,172","6,48,80,931","3,78,78,788","38,01,105","3,30,18,868","3,31,34,161","1,68,56,492","16,91,53,503","24,22,36,025","24,30,81,847","18,43,87,618","18,50,31,449","12,06,89,655","1,21,11,107","15,90,90,909","15,96,46,411","15,56,60,377","15,62,03,901","3,98,63,326","4,00,02,518",0,"2,28,80,215","2,29,60,107","4,76,19,048","4,76,19,048","12,69,84,127","30,15,87,302","6,34,92,063","41,26,98,413",1,1,1,1,1,1,1,0,4,Messi,Goal
295,3,0,0,1,0,6,0,9,0,1,1,2,0,1,0,1,3,0,1,0,1,1,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,1,0,6,0,1,0,1,1,2,0,1,0,3,2,0,1,2,0,0,0,0,1,0,0,1,1,1,2,1,1,2,3,1,0,0,0,"6,46,55,172","6,48,80,931","3,78,78,788","38,01,105","3,30,18,868","3,31,34,161","1,68,56,492","16,91,53,503","24,22,36,025","24,30,81,847","18,43,87,618","18,50,31,449","12,06,89,655","1,21,11,107","15,90,90,909","15,96,46,411","15,56,60,377","15,62,03,901","3,98,63,326","4,00,02,518",0,"2,28,80,215","2,29,60,107","46,875","46,875",125,"3,125",625,"40,625",1,1,1,1,1,1,1,0,6,Messi,Saved
295,3,0,0,1,0,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,1,0,6,0,0,0,0,0,1,0,1,6,0,0,0,0,1,0,1,3,5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,0,0,0,1,0,0,0,1,1,1,1,1,2,1,3,4,0,0,1,"6,46,55,172","6,29,41,275","3,78,78,788","3,68,74,687","3,30,18,868","3,21,43,595","1,68,56,492","16,40,96,555","24,22,36,025","23,58,14,766","18,43,87,618","1,79,49,982","12,06,89,655","11,74,90,381","15,90,90,909","15,48,73,684","15,56,60,377","1,51,53,409","3,98,63,326","3,88,06,618",0,"2,28,80,215","2,22,737","4,61,53,846","4,61,53,846","12,30,76,923","30,76,92,308","6,15,38,462","41,53,84,615",1,1,1,1,1,1,1,0,4,Messi,Goal
295,3,0,0,1,0,7,0,9,0,1,1,2,0,1,0,1,3,0,1,0,1,1,2,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,1,0,3,0,1,1,2,0,1,0,1,0,3,2,0,1,2,0,0,0,1,0,0,0,1,1,1,2,1,1,2,2,3,0,0,0,"6,46,55,172","6,48,80,931","3,78,78,788","38,01,105","3,30,18,868","3,31,34,161","1,68,56,492","16,91,53,503","24,22,36,025","24,30,81,847","18,43,87,618","18,50,31,449","12,06,89,655","1,21,11,107","15,90,90,909","15,96,46,411","15,56,60,377","15,62,03,901","3,98,63,326","4,00,02,518",0,"2,28,80,215","2,29,60,107","4,54,54,545","4,54,54,545","12,12,12,121","31,81,81,818","6,06,06,061","40,90,90,909",1,1,1,1,1,1,1,0,1,Messi,Missed
295,3,0,0,1,0,7,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,1,1,0,3,0,0,0,1,0,0,0,3,0,1,1,2,0,1,0,1,0,3,2,0,1,2,0,0,0,1,0,0,0,2,1,1,1,1,1,1,3,1,0,0,0,"6,46,55,172","6,42,34,379","3,78,78,788","3,76,32,262","3,30,18,868","3,28,03,972","1,68,56,492","16,74,67,854","24,22,36,025","24,06,59,487","18,43,87,618","18,31,87,573","12,06,89,655","11,99,04,174","15,90,90,909","15,80,55,502","15,56,60,377","15,46,47,297","3,98,63,326","3,96,03,884",0,"2,28,80,215","2,27,31,305","5,97,01,493","4,47,76,119","11,94,02,985","31,34,32,836","5,97,01,493","40,29,85,075",1,1,1,1,1,1,1,0,4,Messi,Saved
295,3,0,0,1,0,7,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,1,0,4,0,0,0,0,1,0,0,4,0,1,1,2,0,1,0,1,0,3,2,0,1,2,0,0,0,1,0,0,0,1,1,1,2,1,1,1,1,2,0,0,0,"6,46,55,172","71,993","3,78,78,788","4,21,77,717","3,30,18,868","3,67,66,236","1,68,56,492","18,76,95,644","24,22,36,025","2,69,72,781","18,43,87,618","20,53,14,087","12,06,89,655","13,43,86,933","15,90,90,909","17,71,46,411","15,56,60,377","17,33,26,542","3,98,63,326","4,43,87,483",0,"2,28,80,215","25,47,693","5,88,23,529","4,41,17,647","11,76,47,059","32,35,29,412","5,88,23,529","39,70,58,824",1,1,1,1,1,1,1,0,6,Messi,Goal
295,3,0,0,1,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,4,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,2,3,0,6,0,0,0,0,0,0,1,3,0,1,1,2,0,1,0,1,0,3,2,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,2,2,1,2,0,0,0,"6,46,55,172","6,81,13,689","3,78,78,788","39,90,499","3,30,18,868","3,47,85,104","1,68,56,492","17,75,81,749","24,22,36,025","25,51,93,648","18,43,87,618","1,94,25,083","12,06,89,655","12,71,45,553","15,90,90,909","16,76,00,957","15,56,60,377","1,63,98,692","3,98,63,326","4,19,95,684",0,"2,28,80,215","2,41,04,118","5,79,71,014","4,34,78,261","11,59,42,029","3,18,84,058","5,79,71,014","40,57,97,101",1,1,1,1,1,1,1,0,6,Messi,Goal
295,3,0,0,1,0,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,5,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,1,3,4,0,4,0,0,0,0,1,0,0,6,0,1,0,1,1,2,0,1,0,3,2,0,1,2,0,1,0,0,0,0,0,1,1,1,1,1,2,2,1,1,0,0,0,"6,46,55,172","6,35,87,827","3,78,78,788","3,72,53,474","3,30,18,868","3,24,73,783","1,68,56,492","16,57,82,205","24,22,36,025","23,82,37,126","18,43,87,618","18,13,43,697","12,06,89,655","11,86,97,277","15,90,90,909","15,64,64,593","15,56,60,377","15,30,90,693","3,98,63,326","3,92,05,251",0,"2,28,80,215","2,25,02,502","5,71,42,857","4,28,57,143","11,42,85,714","31,42,85,714","5,71,42,857","41,42,85,714",1,1,1,1,1,1,1,0,5,Messi,Saved
295,3,0,0,1,0,7,0,14,0,1,1,2,0,1,0,1,3,0,1,0,1,1,2,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,1,0,4,0,1,1,2,0,1,0,1,0,3,2,1,1,2,0,0,0,0,0,1,0,1,1,1,1,2,1,1,3,1,0,0,0,"6,46,55,172","6,81,13,689","3,78,78,788","39,90,499","3,30,18,868","3,47,85,104","1,68,56,492","17,75,81,749","24,22,36,025","25,51,93,648","18,43,87,618","1,94,25,083","12,06,89,655","12,71,45,553","15,90,90,909","16,76,00,957","15,56,60,377","1,63,98,692","3,98,63,326","4,19,95,684",0,"2,28,80,215","2,41,04,118","5,63,38,028","4,22,53,521","11,26,76,056","30,98,59,155","7,04,22,535","40,84,50,704",1,1,1,1,1,1,1,0,4,Messi,Goal
295,3,0,0,1,0,7,0,6,0,1,1,2,0,1,0,1,3,0,1,0,1,1,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,6,0,0,0,0,0,0,1,5,0,1,0,1,1,2,0,1,0,3,2,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,1,0,0,0,"6,46,55,172","6,29,41,275","3,78,78,788","3,68,74,687","3,30,18,868","3,21,43,595","1,68,56,492","16,40,96,555","24,22,36,025","23,58,14,766","18,43,87,618","1,79,49,982","12,06,89,655","11,74,90,381","15,90,90,909","15,48,73,684","15,56,60,377","1,51,53,409","3,98,63,326","3,88,06,618",0,"2,28,80,215","2,22,737","5,55,55,556","4,16,66,667","11,11,11,111","31,94,44,444","6,94,44,444","40,27,77,778",1,1,1,1,1,1,1,0,6,Messi,Goal
295,3,0,0,1,0,7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,4,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,1,3,4,0,5,0,0,0,0,0,1,0,7,0,1,0,1,0,1,1,2,0,3,2,0,1,2,0,0,0,1,0,0,0,1,1,1,1,1,2,2,1,1,0,0,0,"6,46,55,172","6,87,60,241","3,78,78,788","4,02,83,778","3,30,18,868","3,51,15,293","1,68,56,492","17,92,67,398","24,22,36,025","25,76,16,008","18,43,87,618","19,60,94,706","12,06,89,655","1,28,35,245","15,90,90,909","16,91,91,866","15,56,60,377","16,55,43,524","3,98,63,326","4,23,94,317",0,"2,28,80,215","24,33,292","5,47,94,521","41,09,589","10,95,89,041","31,50,68,493","6,84,93,151","41,09,58,904",1,1,1,1,1,1,1,0,6,Messi,Saved
295,3,0,0,1,0,7,0,5,0,1,1,2,0,1,0,1,2,0,1,1,2,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,6,0,0,0,0,0,0,1,4,0,1,1,2,0,1,0,1,0,3,2,2,0,1,0,1,0,0,0,0,0,1,1,1,1,1,2,1,3,1,0,0,0,"6,46,55,172","6,22,94,724","3,78,78,788","3,64,95,899","3,30,18,868","3,18,13,406","1,68,56,492","16,24,10,906","24,22,36,025","23,33,92,406","18,43,87,618","17,76,55,944","12,06,89,655","11,62,83,484","15,90,90,909","15,32,82,775","15,56,60,377","14,99,77,486","3,98,63,326","3,84,07,985",0,"2,28,80,215","2,20,44,898","5,40,54,054","4,05,40,541","10,81,08,108","31,08,10,811","6,75,67,568","41,89,18,919",1,1,1,1,1,1,1,0,6,Messi,Goal
295,3,0,0,1,0,7,1,6,0,1,1,2,0,1,0,1,2,0,1,1,2,0,1,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,4,0,0,0,0,1,0,0,3,0,1,1,2,0,1,0,1,0,3,2,0,1,2,1,0,0,0,0,0,0,1,1,1,1,1,2,2,3,1,0,0,0,"6,46,55,172","6,29,41,275","3,78,78,788","3,68,74,687","3,30,18,868","3,21,43,595","1,68,56,492","16,40,96,555","24,22,36,025","23,58,14,766","18,43,87,618","1,79,49,982","12,06,89,655","11,74,90,381","15,90,90,909","15,48,73,684","15,56,60,377","1,51,53,409","3,98,63,326","3,88,06,618",0,"2,28,80,215","2,22,737","5,33,33,333","0,04","10,66,66,667","30,66,66,667","6,66,66,667","42,66,66,667",1,1,1,1,1,1,1,0,3,Messi,Goal
295,3,0,0,1,0,7,0,9,0,1,1,2,0,1,0,1,2,0,1,1,2,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,4,0,0,0,0,1,0,0,1,1,2,0,1,0,1,0,1,0,3,2,0,1,2,0,1,0,0,0,0,0,1,1,2,1,1,1,2,3,2,0,0,0,"6,46,55,172","6,48,80,931","3,78,78,788","38,01,105","3,30,18,868","3,31,34,161","1,68,56,492","16,91,53,503","24,22,36,025","24,30,81,847","18,43,87,618","18,50,31,449","12,06,89,655","1,21,11,107","15,90,90,909","15,96,46,411","15,56,60,377","15,62,03,901","3,98,63,326","4,00,02,518",0,"2,28,80,215","2,29,60,107","5,26,31,579","3,94,73,684","11,84,21,053","30,26,31,579","6,57,89,474","42,10,52,632",1,1,1,1,1,1,1,0,2,Messi,Goal
295,3,0,0,1,0,7,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,3,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,2,3,0,5,0,0,0,0,0,1,0,3,0,1,1,2,0,1,0,1,0,3,2,0,1,2,0,0,0,0,1,0,0,1,2,1,1,1,1,2,1,2,0,0,0,"6,46,55,172","6,48,80,931","3,78,78,788","38,01,105","3,30,18,868","3,31,34,161","1,68,56,492","16,91,53,503","24,22,36,025","24,30,81,847","18,43,87,618","18,50,31,449","12,06,89,655","1,21,11,107","15,90,90,909","15,96,46,411","15,56,60,377","15,62,03,901","3,98,63,326","4,00,02,518",0,"2,28,80,215","2,29,60,107","5,19,48,052","5,19,48,052","11,68,83,117","29,87,01,299","6,49,35,065","41,55,84,416",1,1,1,1,1,1,1,0,6,Messi,Goal
295,3,0,0,1,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,5,0,0,0,0,1,0,0,1,8,0,0,0,0,1,0,1,3,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,0,0,0,1,0,0,0,1,1,1,1,1,2,2,3,1,0,0,2,"6,46,55,172","6,03,55,069","3,78,78,788","3,53,59,535","3,30,18,868","30,82,284","1,68,56,492","15,73,53,958","24,22,36,025","22,61,25,325","18,43,87,618","17,21,24,316","12,06,89,655","11,26,62,795","15,90,90,909","14,85,10,047","15,56,60,377","14,53,07,674","3,98,63,326","3,72,12,085",0,"2,28,80,215","2,13,58,492","5,12,82,051","5,12,82,051","11,53,84,615","29,48,71,795","6,41,02,564","42,30,76,923",1,1,1,1,1,1,1,0,1,Messi,Goal
295,3,0,0,1,0,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,7,0,0,0,0,0,0,1,1,8,0,0,0,0,1,0,1,3,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,1,0,0,0,2,1,1,1,1,1,2,3,1,0,0,2,"6,46,55,172","61,00,162","3,78,78,788","3,57,38,323","3,30,18,868","3,11,53,029","1,68,56,492","15,90,39,608","24,22,36,025","22,85,47,685","18,43,87,618","17,39,68,192","12,06,89,655","11,38,69,691","15,90,90,909","15,01,00,957","15,56,60,377","14,68,64,278","3,98,63,326","3,76,10,718",0,"2,28,80,215","2,15,87,294","6,32,91,139","5,06,32,911","11,39,24,051","29,11,39,241","6,32,91,139","41,77,21,519",1,1,1,1,1,1,1,0,6,Messi,Goal
295,3,0,0,1,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,4,0,0,0,0,1,0,0,3,0,1,1,2,0,1,0,1,0,3,2,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,2,0,0,0,"6,46,55,172","6,55,27,482","3,78,78,788","3,83,89,838","3,30,18,868","3,34,64,349","1,68,56,492","17,08,39,152","24,22,36,025","24,55,04,207","18,43,87,618","18,68,75,325","12,06,89,655","12,23,17,967","15,90,90,909","1,61,23,732","15,56,60,377","15,77,60,505","3,98,63,326","4,04,01,151",0,"2,28,80,215","2,31,88,909",625,"0,05","1,125","2,875",625,425,1,1,1,1,1,1,1,0,4,Messi,Saved
295,3,0,0,1,0,8,0,6,0,1,1,2,0,1,0,1,3,0,1,0,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,6,0,0,0,0,0,0,1,5,0,1,0,1,1,2,0,1,0,3,2,0,1,2,0,0,0,1,0,0,0,1,1,1,2,1,1,1,1,1,0,0,0,"6,46,55,172","6,29,41,275","3,78,78,788","3,68,74,687","3,30,18,868","3,21,43,595","1,68,56,492","16,40,96,555","24,22,36,025","23,58,14,766","18,43,87,618","1,79,49,982","12,06,89,655","11,74,90,381","15,90,90,909","15,48,73,684","15,56,60,377","1,51,53,409","3,98,63,326","3,88,06,618",0,"2,28,80,215","2,22,737","6,17,28,395","4,93,82,716","11,11,11,111","29,62,96,296","6,17,28,395","41,97,53,086",1,1,1,1,1,1,1,0,3,Messi,Goal
295,3,0,0,1,0,8,0,6,0,1,1,2,0,1,0,1,3,0,1,0,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,6,0,0,0,0,0,0,1,5,0,1,0,1,1,2,0,1,0,4,3,2,0,1,0,0,0,1,0,0,0,1,1,2,1,1,1,2,1,1,0,0,0,"6,46,55,172","6,29,41,275","3,78,78,788","3,68,74,687","3,30,18,868","3,21,43,595","1,68,56,492","16,40,96,555","24,22,36,025","23,58,14,766","18,43,87,618","1,79,49,982","12,06,89,655","11,74,90,381","15,90,90,909","15,48,73,684","15,56,60,377","1,51,53,409","3,98,63,326","3,88,06,618",0,"2,28,80,215","2,22,737","60,97,561","4,87,80,488","1,21,95,122","29,26,82,927","60,97,561","41,46,34,146",1,1,1,1,1,1,1,0,2,Messi,Missed
295,3,0,0,1,0,8,0,6,0,1,1,2,0,1,0,1,2,0,1,1,2,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,4,0,0,0,0,1,0,0,1,1,2,0,1,0,1,0,1,0,3,2,0,1,2,0,1,0,0,0,0,0,1,2,1,1,1,1,1,3,4,0,0,0,"6,46,55,172","6,29,41,275","3,78,78,788","3,68,74,687","3,30,18,868","3,21,43,595","1,68,56,492","16,40,96,555","24,22,36,025","23,58,14,766","18,43,87,618","1,79,49,982","12,06,89,655","11,74,90,381","15,90,90,909","15,48,73,684","15,56,60,377","1,51,53,409","3,98,63,326","3,88,06,618",0,"2,28,80,215","2,22,737","6,02,40,964","6,02,40,964","12,04,81,928","28,91,56,627","6,02,40,964","40,96,38,554",1,1,1,1,1,1,1,0,6,Messi,Goal
295,3,0,0,1,0,8,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,4,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,3,4,0,5,0,0,0,0,0,1,0,6,0,1,0,1,1,2,0,1,0,3,2,0,1,2,0,1,0,0,0,0,0,1,1,1,1,1,2,2,3,2,0,0,0,"6,46,55,172","6,87,60,241","3,78,78,788","4,02,83,778","3,30,18,868","3,51,15,293","1,68,56,492","17,92,67,398","24,22,36,025","25,76,16,008","18,43,87,618","19,60,94,706","12,06,89,655","1,28,35,245","15,90,90,909","16,91,91,866","15,56,60,377","16,55,43,524","3,98,63,326","4,23,94,317",0,"2,28,80,215","24,33,292","59,52,381","59,52,381","11,90,47,619","28,57,14,286","59,52,381","41,66,66,667",1,1,1,1,1,1,1,0,4,Messi,Goal
295,3,0,0,1,0,8,0,4,0,1,1,2,0,1,0,1,2,0,1,1,2,0,1,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,6,0,0,0,0,0,0,1,6,0,1,0,1,1,2,0,1,0,3,2,0,1,2,0,0,1,0,0,0,0,1,1,1,2,1,1,2,3,1,0,0,0,"6,46,55,172","6,16,48,172","3,78,78,788","3,61,17,111","3,30,18,868","3,14,83,217","1,68,56,492","16,07,25,257","24,22,36,025","23,09,70,046","18,43,87,618","17,58,12,068","12,06,89,655","11,50,76,588","15,90,90,909","15,16,91,866","15,56,60,377","14,84,20,882","3,98,63,326","3,80,09,351",0,"2,28,80,215","2,18,16,096","5,88,23,529","5,88,23,529","11,76,47,059","29,41,17,647","5,88,23,529","41,17,64,706",1,1,1,1,1,1,1,0,2,Messi,Goal
295,3,0,0,1,0,8,0,9,0,1,1,2,0,1,0,1,2,0,1,1,2,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,1,0,1,1,2,0,1,0,1,0,1,0,3,2,0,1,2,0,0,1,0,0,0,0,1,2,1,1,1,1,2,3,1,0,0,0,"6,46,55,172","6,48,80,931","3,78,78,788","38,01,105","3,30,18,868","3,31,34,161","1,68,56,492","16,91,53,503","24,22,36,025","24,30,81,847","18,43,87,618","18,50,31,449","12,06,89,655","1,21,11,107","15,90,90,909","15,96,46,411","15,56,60,377","15,62,03,901","3,98,63,326","4,00,02,518",0,"2,28,80,215","2,29,60,107","5,81,39,535","6,97,67,442","1,16,27,907","29,06,97,674","5,81,39,535","40,69,76,744",1,1,1,1,1,1,1,0,6,Messi,Saved
295,3,0,0,1,0,8,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,3,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,2,3,0,5,0,0,0,0,0,1,0,2,1,2,0,1,0,1,0,1,0,3,2,0,1,2,0,0,1,0,0,0,0,1,1,1,1,1,2,1,3,1,0,0,0,"6,46,55,172","6,61,74,034","3,78,78,788","3,87,68,626","3,30,18,868","3,37,94,538","1,68,56,492","17,25,24,801","24,22,36,025","24,79,26,567","18,43,87,618","18,87,19,201","12,06,89,655","12,35,24,864","15,90,90,909","16,28,28,229","15,56,60,377","15,93,17,108","3,98,63,326","4,07,99,784",0,"2,28,80,215","2,34,17,711","5,74,71,264","6,89,65,517","11,49,42,529","28,73,56,322","5,74,71,264","41,37,93,103",1,1,1,1,1,1,1,0,3,Messi,Goal
295,3,0,0,1,0,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,7,0,0,0,0,0,0,1,1,8,0,0,0,0,1,0,1,3,5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,1,0,0,0,1,1,2,1,1,1,2,3,3,0,0,1,"6,46,55,172","61,00,162","3,78,78,788","3,57,38,323","3,30,18,868","3,11,53,029","1,68,56,492","15,90,39,608","24,22,36,025","22,85,47,685","18,43,87,618","17,39,68,192","12,06,89,655","11,38,69,691","15,90,90,909","15,01,00,957","15,56,60,377","14,68,64,278","3,98,63,326","3,76,10,718",0,"2,28,80,215","2,15,87,294","5,68,18,182","6,81,81,818",125,"28,40,90,909","5,68,18,182","40,90,90,909",1,1,1,1,1,1,1,0,3,Messi,Missed
295,3,0,0,1,0,9,0,2,0,1,1,2,0,1,0,1,2,0,1,1,2,0,1,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,6,0,0,0,0,0,0,1,4,0,1,1,2,0,1,0,1,0,4,3,0,1,2,0,0,0,1,0,0,0,1,1,2,1,1,1,1,1,3,0,0,0,"6,46,55,172","6,03,55,069","3,78,78,788","3,53,59,535","3,30,18,868","30,82,284","1,68,56,492","15,73,53,958","24,22,36,025","22,61,25,325","18,43,87,618","17,21,24,316","12,06,89,655","11,26,62,795","15,90,90,909","14,85,10,047","15,56,60,377","14,53,07,674","3,98,63,326","3,72,12,085",0,"2,28,80,215","2,13,58,492","5,61,79,775","67,41,573","13,48,31,461","28,08,98,876","5,61,79,775","40,44,94,382",1,1,1,1,1,1,1,0,3,Messi,Goal
295,3,0,0,1,0,9,1,6,0,1,1,2,0,1,0,1,2,0,1,1,2,0,1,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,3,0,4,0,0,0,0,1,0,0,7,0,1,0,1,0,1,1,2,1,2,1,1,0,1,0,1,0,0,0,0,0,1,1,2,1,1,1,2,3,2,0,0,0,"6,46,55,172","6,29,41,275","3,78,78,788","3,68,74,687","3,30,18,868","3,21,43,595","1,68,56,492","16,40,96,555","24,22,36,025","23,58,14,766","18,43,87,618","1,79,49,982","12,06,89,655","11,74,90,381","15,90,90,909","15,48,73,684","15,56,60,377","1,51,53,409","3,98,63,326","3,88,06,618",0,"2,28,80,215","2,22,737","5,55,55,556","6,66,66,667","14,44,44,444","27,77,77,778","5,55,55,556","0,4",1,1,1,1,1,1,1,0,4,Messi,Goal
295,3,0,0,1,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,3,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,2,3,0,5,0,0,0,0,0,1,0,4,0,1,1,2,0,1,0,1,0,3,2,0,1,2,1,0,0,0,0,0,0,1,1,1,2,1,1,2,1,2,0,0,0,"6,46,55,172","6,68,20,586","3,78,78,788","3,91,47,414","3,30,18,868","3,41,24,727","1,68,56,492","17,42,10,451","24,22,36,025","25,03,48,928","18,43,87,618","19,05,63,077","12,06,89,655","1,24,73,176","15,90,90,909","16,44,19,138","15,56,60,377","16,08,73,712","3,98,63,326","4,11,98,417",0,"2,28,80,215","2,36,46,513","5,49,45,055","6,59,34,066","14,28,57,143","28,57,14,286","5,49,45,055","39,56,04,396",1,1,1,1,1,1,1,0,5,Messi,Goal
295,3,0,0,1,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,5,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,1,4,0,1,1,2,0,1,0,1,0,3,2,0,1,2,0,0,0,1,0,0,0,1,1,1,1,2,1,2,3,3,0,0,0,"6,46,55,172","6,42,34,379","3,78,78,788","3,76,32,262","3,30,18,868","3,28,03,972","1,68,56,492","16,74,67,854","24,22,36,025","24,06,59,487","18,43,87,618","18,31,87,573","12,06,89,655","11,99,04,174","15,90,90,909","15,80,55,502","15,56,60,377","15,46,47,297","3,98,63,326","3,96,03,884",0,"2,28,80,215","2,27,31,305","5,43,47,826","6,52,17,391","14,13,04,348","28,26,08,696","6,52,17,391","39,13,04,348",1,1,1,1,1,1,1,0,6,Messi,Goal
